Body Name,Business Area and Description,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,1005,Adult Social Care,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,900.91"
Manchester City Council,1005,Adult Social Care,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,899.91"
Manchester City Council,1005,Adult Social Care,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,894.96"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,851.17"
Manchester City Council,1005,Adult Social Care,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,837.78"
Manchester City Council,1005,Adult Social Care,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,832.88"
Manchester City Council,1005,Adult Social Care,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,816.90"
Manchester City Council,1005,Adult Social Care,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,758.13"
Manchester City Council,1005,Adult Social Care,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,725.36"
Manchester City Council,1005,Adult Social Care,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,725.36"
Manchester City Council,1005,Adult Social Care,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,725.36"
Manchester City Council,1005,Adult Social Care,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,725.36"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,725.12"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,713.89"
Manchester City Council,1005,Adult Social Care,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,708.10"
Manchester City Council,1013,Highways Services,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,669.85"
Manchester City Council,1013,Highways Services,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,669.85"
Manchester City Council,1013,Highways Services,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,669.85"
Manchester City Council,1013,Highways Services,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,669.85"
Manchester City Council,1013,Highways Services,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,669.85"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,652.38"
Manchester City Council,1013,Highways Services,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,649.38"
Manchester City Council,1013,Highways Services,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,649.38"
Manchester City Council,1013,Highways Services,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,649.38"
Manchester City Council,1013,Highways Services,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,649.38"
Manchester City Council,1013,Highways Services,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,649.38"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,10/03/2025,5105979192,Manchester Art Gallery,"£1,638.46"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,619.05"
Manchester City Council,1005,Adult Social Care,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,610.52"
Manchester City Council,1005,Adult Social Care,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,603.77"
Manchester City Council,1005,Adult Social Care,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,603.42"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,585.75"
Manchester City Council,1005,Adult Social Care,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,565.48"
Manchester City Council,1005,Adult Social Care,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,545.08"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,545.04"
Manchester City Council,1005,Adult Social Care,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,524.15"
Manchester City Council,1007,Corporate Services,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,519.23"
Manchester City Council,1002,Hospitality + Trading Services,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,503.93"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,493.05"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,492.15"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,488.55"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,488.55"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,488.55"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,487.91"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,486.70"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,465.80"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,457.05"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,453.45"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,443.55"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,404.94"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,404.76"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,27/03/2025,5105982918,Redacted Personal Information,"£1,400.00"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,391.54"
Manchester City Council,1005,Adult Social Care,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,391.03"
Manchester City Council,1005,Adult Social Care,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,382.96"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,380.20"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,372.95"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,369.35"
Manchester City Council,1007,Corporate Services,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,367.29"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,363.69"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,347.75"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,334.95"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,333.59"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,329.55"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,326.88"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,320.55"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,320.55"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,320.55"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,315.08"
Manchester City Council,1007,Corporate Services,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,314.92"
Manchester City Council,1007,Corporate Services,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,314.92"
Manchester City Council,1007,Corporate Services,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,314.92"
Manchester City Council,1007,Corporate Services,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,314.92"
Manchester City Council,1007,Corporate Services,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,314.92"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,314.89"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,313.55"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,313.55"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,310.73"
Manchester City Council,1005,Adult Social Care,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,306.65"
Manchester City Council,1005,Adult Social Care,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,302.41"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,297.74"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,290.51"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,276.24"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,275.32"
Manchester City Council,1005,Adult Social Care,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,269.75"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,266.72"
Manchester City Council,1005,Adult Social Care,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,255.99"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,248.05"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,234.80"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,217.42"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,213.28"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,205.16"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,195.64"
Manchester City Council,1005,Adult Social Care,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,179.53"
Manchester City Council,1005,Adult Social Care,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,171.20"
Manchester City Council,1005,Adult Social Care,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,159.05"
Manchester City Council,1011,Chief Executives,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,157.92"
Manchester City Council,1005,Adult Social Care,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,157.75"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,153.94"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,147.78"
Manchester City Council,1005,Adult Social Care,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,138.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,138.55"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,138.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,137.37"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,129.19"
Manchester City Council,1005,Adult Social Care,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,118.77"
Manchester City Council,1011,Chief Executives,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,099.32"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,094.31"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,091.48"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,091.47"
Manchester City Council,1013,Highways Services,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,084.46"
Manchester City Council,1005,Adult Social Care,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,078.70"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,"£1,074.05"
Manchester City Council,1005,Adult Social Care,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,062.92"
Manchester City Council,1005,Adult Social Care,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,056.81"
Manchester City Council,1002,Hospitality + Trading Services,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,054.21"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,042.67"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,"£1,018.25"
Manchester City Council,1005,Adult Social Care,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,"£1,014.10"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,"£1,013.25"
Manchester City Council,1005,Adult Social Care,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,"£1,008.43"
Manchester City Council,1005,Adult Social Care,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,£999.35
Manchester City Council,1005,Adult Social Care,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,£981.52
Manchester City Council,1005,Adult Social Care,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,£981.52
Manchester City Council,1005,Adult Social Care,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,£981.52
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,£972.72
Manchester City Council,1013,Highways Services,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,£959.33
Manchester City Council,1000,Manchester Leisure,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,£949.05
Manchester City Council,1000,Manchester Leisure,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,£949.04
Manchester City Council,1000,Manchester Leisure,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,£949.04
Manchester City Council,1000,Manchester Leisure,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,£949.04
Manchester City Council,1005,Adult Social Care,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,£932.19
Manchester City Council,1013,Highways Services,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,£917.62
Manchester City Council,1007,Corporate Services,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,£899.93
Manchester City Council,1007,Corporate Services,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,£899.93
Manchester City Council,1007,Corporate Services,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,£899.93
Manchester City Council,1007,Corporate Services,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,£899.93
Manchester City Council,1000,Manchester Leisure,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,£899.73
Manchester City Council,1000,Manchester Leisure,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,£895.23
Manchester City Council,1000,Manchester Leisure,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,£882.00
Manchester City Council,1000,Manchester Leisure,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,£874.52
Manchester City Council,1000,Manchester Leisure,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,£870.12
Manchester City Council,1005,Adult Social Care,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,£852.10
Manchester City Council,1002,Hospitality + Trading Services,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,£816.02
Manchester City Council,1000,Manchester Leisure,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,£812.99
Manchester City Council,1000,Manchester Leisure,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,£800.31
Manchester City Council,1007,Corporate Services,Agency staff provision,26/03/2025,5105982459,G2V Recruitment Grp t/a Vivid Resou,£800.25
Manchester City Council,1012,Regeneration Finance,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,£788.24
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,£774.07
Manchester City Council,1000,Manchester Leisure,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,£772.80
Manchester City Council,1013,Highways Services,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,£770.77
Manchester City Council,1013,Highways Services,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,£770.77
Manchester City Council,1013,Highways Services,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,£770.77
Manchester City Council,1005,Adult Social Care,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,£768.60
Manchester City Council,1000,Manchester Leisure,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,£758.43
Manchester City Council,1005,Adult Social Care,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,£753.19
Manchester City Council,1012,Regeneration Finance,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,£750.70
Manchester City Council,1000,Manchester Leisure,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,£742.61
Manchester City Council,1000,Manchester Leisure,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,£742.61
Manchester City Council,1000,Manchester Leisure,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,£742.61
Manchester City Council,1000,Manchester Leisure,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,£742.61
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,£735.95
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,£732.55
Manchester City Council,1005,Adult Social Care,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,£732.20
Manchester City Council,1005,Adult Social Care,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,£732.20
Manchester City Council,1005,Adult Social Care,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,£732.20
Manchester City Council,1005,Adult Social Care,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,£732.20
Manchester City Council,1000,Manchester Leisure,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,£731.09
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,£729.88
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,£725.96
Manchester City Council,1002,Hospitality + Trading Services,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,£724.84
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,£720.92
Manchester City Council,1000,Manchester Leisure,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,£707.38
Manchester City Council,1007,Corporate Services,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,£696.31
Manchester City Council,1007,Corporate Services,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,£693.35
Manchester City Council,1007,Corporate Services,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,£682.49
Manchester City Council,1007,Corporate Services,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,£682.49
Manchester City Council,1007,Corporate Services,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,£674.95
Manchester City Council,1005,Adult Social Care,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,£670.24
Manchester City Council,1007,Corporate Services,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,£657.97
Manchester City Council,1007,Corporate Services,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,£656.27
Manchester City Council,1007,Corporate Services,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,£656.27
Manchester City Council,1007,Corporate Services,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,£652.74
Manchester City Council,1007,Corporate Services,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,£652.74
Manchester City Council,1007,Corporate Services,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,£652.74
Manchester City Council,1007,Corporate Services,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,£651.23
Manchester City Council,1005,Adult Social Care,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,£644.20
Manchester City Council,1005,Adult Social Care,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,£644.20
Manchester City Council,1011,Chief Executives,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,£644.08
Manchester City Council,1005,Adult Social Care,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,£639.07
Manchester City Council,1005,Adult Social Care,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,£639.07
Manchester City Council,1011,Chief Executives,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,£635.28
Manchester City Council,1011,Chief Executives,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,£628.50
Manchester City Council,1000,Manchester Leisure,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,£623.90
Manchester City Council,1012,Regeneration Finance,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,£623.90
Manchester City Council,1012,Regeneration Finance,Agency staff provision,31/03/2025,1908777373,Reed Employment Plc,£623.90
Manchester City Council,1012,Regeneration Finance,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,£623.90
Manchester City Council,1012,Regeneration Finance,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,£623.90
Manchester City Council,1000,Manchester Leisure,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,£623.90
Manchester City Council,1012,Regeneration Finance,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,£623.90
Manchester City Council,1012,Regeneration Finance,Agency staff provision,04/03/2025,1908747651,Reed Employment Plc,£597.24
Manchester City Council,1000,Manchester Leisure,Agency staff provision,25/03/2025,1908770495,Reed Employment Plc,£596.82
Manchester City Council,1000,Manchester Leisure,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,£596.82
Manchester City Council,1005,Adult Social Care,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,£556.41
Manchester City Council,1005,Adult Social Care,Agency staff provision,17/03/2025,1908761480,Reed Employment Plc,£556.41
Manchester City Council,1000,Manchester Leisure,Agency staff provision,11/03/2025,1908755336,Reed Employment Plc,£522.08
Manchester City Council,1024,General Fund,Apprenticeship Levy,31/03/2025,1908776280,HM Revenue & Customs,"£113,377.38"
Manchester City Council,1006,Childrens Services,Apprenticeship Levy,31/03/2025,1908776280,HM Revenue & Customs,"£1,285.12"
Manchester City Council,1006,Childrens Services,Apprenticeship Levy,31/03/2025,1908776280,HM Revenue & Customs,"£1,271.86"
Manchester City Council,1006,Childrens Services,Apprenticeship Levy,31/03/2025,1908776280,HM Revenue & Customs,"£1,254.75"
Manchester City Council,1006,Childrens Services,Apprenticeship Levy,31/03/2025,1908776280,HM Revenue & Customs,"£1,180.16"
Manchester City Council,1006,Childrens Services,Apprenticeship Levy,31/03/2025,1908776280,HM Revenue & Customs,"£1,179.16"
Manchester City Council,1006,Childrens Services,Apprenticeship Levy,31/03/2025,1908776280,HM Revenue & Customs,"£1,157.81"
Manchester City Council,1006,Childrens Services,Apprenticeship Levy,31/03/2025,1908776280,HM Revenue & Customs,"£1,125.59"
Manchester City Council,1006,Childrens Services,Apprenticeship Levy,31/03/2025,1908776280,HM Revenue & Customs,"£1,117.36"
Manchester City Council,1006,Childrens Services,Apprenticeship Levy,31/03/2025,1908776280,HM Revenue & Customs,"£1,114.25"
Manchester City Council,1006,Childrens Services,Apprenticeship Levy,31/03/2025,1908776280,HM Revenue & Customs,"£1,102.52"
Manchester City Council,1006,Childrens Services,Apprenticeship Levy,31/03/2025,1908776280,HM Revenue & Customs,"£1,049.88"
Manchester City Council,1006,Childrens Services,Apprenticeship Levy,31/03/2025,1908776280,HM Revenue & Customs,"£1,028.00"
